Course Name,Institute Name,Rating,Reviews,Skills,Level,Course Type,Duration
What is Data Science?,IBM,4.7,75K reviews,"Skills you'll gain: Data Mining, Big Data, Cloud Computing, Data Analysis, Data Science, Digital Transformation, Data-Driven Decision-Making, Business Logic, Deep Learning, Machine Learning, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Generative AI: Prompt Engineering Basics,IBM,4.8,3.1K reviews,"Skills you'll gain: ChatGPT, Generative AI, IBM Cloud, Software Development Tools, Image Analysis, Technical Communication, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Generative AI: Introduction and Applications,IBM,4.7,2K reviews,"Skills you'll gain: Generative AI, ChatGPT, OpenAI, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Augmented and Virtual Reality (AR/VR), Deep Learning",Beginner,Course,1 - 4 Weeks
Learn SQL Basics for Data Science,"University of California, Davis",4.6,18K reviews,"Skills you'll gain: Data Governance, Presentations, Feature Engineering, A/B Testing, Data Cleansing, SQL, Apache Spark, Distributed Computing, Descriptive Statistics, Data Lakes, Data Storytelling, Peer Review, Exploratory Data Analysis, Data Quality, Data Pipelines, Databricks, JSON, Statistical Analysis, Query Languages, Data Manipulation",Beginner,Specialization,3 - 6 Months
"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",SAS,4.8,148 reviews,"Skills you'll gain: Predictive Modeling, Predictive Analytics, Data Ethics, Data-Driven Decision-Making, Machine Learning, Applied Machine Learning, Business Ethics, Decision Tree Learning, Business Analytics, Artificial Intelligence, Performance Analysis, SAS (Software), Social Justice",Beginner,Course,1 - 3 Months
"Machine Learning Under the Hood: The Technical Tips, Tricks, and Pitfalls",SAS,4.9,64 reviews,"Skills you'll gain: Predictive Modeling, Machine Learning, Data Ethics, Predictive Analytics, Statistical Modeling, Machine Learning Software, Supervised Learning, Applied Machine Learning, Artificial Intelligence, Machine Learning Algorithms, Feature Engineering, Decision Tree Learning, Business Metrics, Data Analysis, Performance Measurement, Regression Analysis, Ethical Standards And Conduct, Deep Learning, Artificial Neural Networks",Beginner,Course,1 - 4 Weeks
IBM AI Foundations for Business,IBM,4.7,91K reviews,"Skills you'll gain: Data Mining, Artificial Intelligence, Generative AI, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Big Data, Information Architecture, Strategic Decision-Making, Cloud Computing, Data Analysis, Data Science, Deep Learning, Digital Transformation, Data Strategy, Data-Driven Decision-Making, Artificial Neural Networks, Business Strategy, Business Process Automation, ChatGPT",Beginner,Specialization,1 - 3 Months
A Crash Course in Data Science,Johns Hopkins University,4.5,8.2K reviews,"Skills you'll gain: Data Science, Data Analysis, Business Analytics, Data-Driven Decision-Making, Project Design, Performance Metric, Software Engineering, Project Performance, Machine Learning, Statistical Inference",Beginner,Course,1 - 4 Weeks
Managing Machine Learning Projects,Duke University,4.8,216 reviews,"Skills you'll gain: MLOps (Machine Learning Operations), Data Management, Data Quality, Technical Management, Applied Machine Learning, Data Processing, Software Development Life Cycle, Machine Learning, Data Cleansing, Technology Solutions, Data Collection, Data Science, Systems Architecture, System Design and Implementation, Continuous Monitoring, Software Versioning",Beginner,Course,1 - 3 Months
Data Science Methodology,IBM,4.6,21K reviews,"Skills you'll gain: Jupyter, Peer Review, Data Modeling, Data Science, Data Cleansing, Business Analysis, Data Processing, Predictive Modeling, Data Quality, Data Storytelling, User Feedback, Decision Tree Learning",Beginner,Course,1 - 4 Weeks
R Ultimate 2023 - R for Data Science and Machine Learning,Packt,N/A,N/A,"Skills you'll gain: Rmarkdown, Deep Learning, Shiny (R Package), Data Import/Export, Regression Analysis, Dimensionality Reduction, R Programming, Data Manipulation, Data Visualization, Reinforcement Learning, Web Scraping, Ggplot2, Plotly, Programming Principles, Applied Machine Learning, Image Analysis, Artificial Intelligence, Machine Learning, PyTorch (Machine Learning Library), Predictive Modeling",Beginner,Specialization,3 - 6 Months
Clustering and Classification with Machine Learning in R,Packt,N/A,N/A,"Skills you'll gain: Unsupervised Learning, Dimensionality Reduction, Supervised Learning, Applied Machine Learning, R Programming, Feature Engineering, Machine Learning, Data Science, Classification And Regression Tree (CART), Ggplot2, Random Forest Algorithm, Exploratory Data Analysis, Data Processing, Statistical Programming, Predictive Modeling, Data Manipulation, Data Structures",Beginner,Course,1 - 3 Months
No-Code Machine Learning Using Amazon AWS SageMaker Canvas,Packt,N/A,N/A,"Skills you'll gain: AWS SageMaker, Applied Machine Learning, Machine Learning, Amazon Web Services, Predictive Modeling, Version Control, Amazon S3, Predictive Analytics, Data Validation, Data Cleansing, Data Management, Verification And Validation",Beginner,Course,1 - 3 Months
Launching Machine Learning: Delivering Operational Success with Gold Standard ML Leadership,SAS,4.8,77 reviews,"Skills you'll gain: Data Ethics, MLOps (Machine Learning Operations), Applied Machine Learning, Performance Measurement, Predictive Modeling, Leadership and Management, Predictive Analytics, Data Processing, Business Leadership, Key Performance Indicators (KPIs), Business Transformation, Data-Driven Decision-Making, Ethical Standards And Conduct, Business Priorities",Beginner,Course,1 - 4 Weeks
Machine Learning and its Applications,University of Glasgow,N/A,N/A,"Skills you'll gain: Matlab, Artificial Neural Networks, Machine Learning Methods, Applied Machine Learning, Machine Learning, Data Processing, Machine Learning Algorithms, Supervised Learning, Data Quality, Classification And Regression Tree (CART), Predictive Modeling, Regression Analysis",Beginner,Course,1 - 3 Months
Machine Learning Rock Star – the End-to-End Practice,SAS,4.8,188 reviews,"Skills you'll gain: Predictive Modeling, Data Ethics, Predictive Analytics, Machine Learning, MLOps (Machine Learning Operations), Applied Machine Learning, Data-Driven Decision-Making, Statistical Modeling, Performance Measurement, Machine Learning Software, Supervised Learning, Business Ethics, Decision Tree Learning, Leadership and Management, Artificial Intelligence, Business Analytics, Machine Learning Algorithms, Data Processing, Business Leadership, Feature Engineering",Beginner,Specialization,3 - 6 Months
Machine Learning Implementation and Operations in AWS,Whizlabs,N/A,N/A,"Skills you'll gain: MLOps (Machine Learning Operations), AWS SageMaker, Amazon Web Services, Scalability, Machine Learning, Technical Design, Amazon Elastic Compute Cloud, Cloud Computing, AWS Identity and Access Management (IAM), Cloud Security, Disaster Recovery, Data Security",Beginner,Course,1 - 4 Weeks
Computational Neuroscience,University of Washington,4.6,1.1K reviews,"Skills you'll gain: Machine Learning Methods, Supervised Learning, Network Model, Matlab, Machine Learning Algorithms, Artificial Neural Networks, Computer Vision, Reinforcement Learning, Computational Thinking, Mathematical Modeling, Linear Algebra, Data Analysis, Information Architecture, Probability & Statistics",Beginner,Course,1 - 3 Months
AI Foundations for Everyone,IBM,4.7,24K reviews,"Skills you'll gain: ChatGPT, Generative AI, Artificial Intelligence, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Application Deployment, IBM Cloud, Governance, Machine Learning, Business Transformation, Ethical Standards And Conduct, Computer Vision, Self Service Technologies, Information Architecture, Business Process Automation, Software Development Tools, Image Analysis",Beginner,Specialization,3 - 6 Months
Tools for Data Science,IBM,4.5,30K reviews,"Skills you'll gain: Jupyter, R Programming, Computer Programming Tools, Data Visualization Software, GitHub, Data Analysis Software, Data Science, IBM Cloud, Statistical Programming, Git (Version Control System), Application Programming Interface (API), Other Programming Languages, Development Environment, Python Programming, SQL",Beginner,Course,1 - 3 Months
Fundamentals of Machine Learning for Supply Chain,LearnQuest,3.9,35 reviews,"Skills you'll gain: Exploratory Data Analysis, Data Wrangling, Operations Research, NumPy, Data Manipulation, Supply Chain, Supply Chain Management, Data Transformation, Pandas (Python Package), Data Analysis, Data Cleansing, Data Science, Programming Principles, Python Programming, Applied Machine Learning, Process Optimization, Computer Programming, Data Structures",Beginner,Course,1 - 4 Weeks
Data Analysis and Interpretation,Wesleyan University,4.4,1.4K reviews,"Skills you'll gain: Regression Analysis, Data Storytelling, Classification And Regression Tree (CART), Statistical Hypothesis Testing, Descriptive Statistics, Data Presentation, Statistical Analysis, Statistical Software, Correlation Analysis, Exploratory Data Analysis, Data Manipulation, Decision Tree Learning, Data Management, Statistical Machine Learning, Statistical Programming, Data Analysis, Random Forest Algorithm, Research Reports, Statistical Methods, Statistical Modeling",Beginner,Specialization,3 - 6 Months
Introduction to Data Science,IBM,4.6,98K reviews,"Skills you'll gain: SQL, Jupyter, Data Mining, Peer Review, Data Modeling, Relational Databases, Databases, R Programming, Stored Procedure, Database Management, Database Design, Data Science, Big Data, Data Cleansing, Computer Programming Tools, Data Visualization Software, GitHub, Data Analysis Software, Cloud Computing, Data Analysis",Beginner,Specialization,3 - 6 Months
Computational Social Science,"University of California, Davis",4.6,1.1K reviews,"Skills you'll gain: Network Analysis, Natural Language Processing, Web Scraping, Data Cleansing, Social Sciences, Data Ethics, Data Wrangling, Data Manipulation, Databases, Artificial Intelligence, Simulations, Big Data, Systems Thinking, Trend Analysis, Data Science, Artificial Intelligence and Machine Learning (AI/ML), Research Methodologies, Machine Learning, Data Collection, Graph Theory",Beginner,Specialization,3 - 6 Months
Tools for Data Science,IBM,4.5,30K reviews,"Skills you'll gain: Jupyter, R Programming, Computer Programming Tools, Data Visualization Software, GitHub, Data Analysis Software, Data Science, IBM Cloud, Statistical Programming, Git (Version Control System), Application Programming Interface (API), Other Programming Languages, Development Environment, Python Programming, SQL",Beginner,Course,1 - 3 Months
Fundamentals of Machine Learning for Supply Chain,LearnQuest,3.9,35 reviews,"Skills you'll gain: Exploratory Data Analysis, Data Wrangling, Operations Research, NumPy, Data Manipulation, Supply Chain, Supply Chain Management, Data Transformation, Pandas (Python Package), Data Analysis, Data Cleansing, Data Science, Programming Principles, Python Programming, Applied Machine Learning, Process Optimization, Computer Programming, Data Structures",Beginner,Course,1 - 4 Weeks
Data Analysis and Interpretation,Wesleyan University,4.4,1.4K reviews,"Skills you'll gain: Regression Analysis, Data Storytelling, Classification And Regression Tree (CART), Statistical Hypothesis Testing, Descriptive Statistics, Data Presentation, Statistical Analysis, Statistical Software, Correlation Analysis, Exploratory Data Analysis, Data Manipulation, Decision Tree Learning, Data Management, Statistical Machine Learning, Statistical Programming, Data Analysis, Random Forest Algorithm, Research Reports, Statistical Methods, Statistical Modeling",Beginner,Specialization,3 - 6 Months
Logistic Regression with NumPy and Python,Coursera Project Network,4.5,393 reviews,"Skills you'll gain: Matplotlib, Data Visualization, Seaborn, Exploratory Data Analysis, NumPy, Data Analysis, Jupyter, Machine Learning, Python Programming, Supervised Learning, Algorithms",Beginner,Guided Project,Less Than 2 Hours
Introduction to Data Science,IBM,4.6,98K reviews,"Skills you'll gain: SQL, Jupyter, Data Mining, Peer Review, Data Modeling, Relational Databases, Databases, R Programming, Stored Procedure, Database Management, Database Design, Data Science, Big Data, Data Cleansing, Computer Programming Tools, Data Visualization Software, GitHub, Data Analysis Software, Cloud Computing, Data Analysis",Beginner,Specialization,3 - 6 Months
Computational Social Science,"University of California, Davis",4.6,1.1K reviews,"Skills you'll gain: Network Analysis, Natural Language Processing, Web Scraping, Data Cleansing, Social Sciences, Data Ethics, Data Wrangling, Data Manipulation, Databases, Artificial Intelligence, Simulations, Big Data, Systems Thinking, Trend Analysis, Data Science, Artificial Intelligence and Machine Learning (AI/ML), Research Methodologies, Machine Learning, Data Collection, Graph Theory",Beginner,Specialization,3 - 6 Months
Excel Basics for Data Analysis,IBM,4.8,9.2K reviews,"Skills you'll gain: Excel Formulas, Microsoft Excel, Data Cleansing, Data Analysis, Data Import/Export, Spreadsheet Software, Data Quality, Pivot Tables And Charts, Google Sheets, Data Entry, Data Manipulation, Information Privacy",Beginner,Course,1 - 3 Months
"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,4.7,14K reviews,"Skills you'll gain: Data Processing, Data Cleansing, Data Storytelling, Data Collection, Data Visualization Software, Data Manipulation, Data Access, Python Programming, Exploratory Data Analysis, Algorithms, Web Scraping, Unstructured Data, Text Mining",Beginner,Course,1 - 3 Months
Microsoft 365 Copilot for Leaders,Vanderbilt University,4.8,881 reviews,"Skills you'll gain: ChatGPT, Ideation, Verification And Validation, Succession Planning, Microsoft 365, Target Audience, Business Writing, Generative AI, Microsoft Teams, Leadership, Meeting Facilitation, Organizational Leadership, Productivity Software, Creative Thinking, Creativity, Strategic Leadership, Complex Problem Solving, Strategic Communication, Business Leadership, Proposal Writing",Beginner,Specialization,1 - 3 Months
Practical Data Science with MATLAB,MathWorks,4.8,1K reviews,"Skills you'll gain: Data Storytelling, Feature Engineering, Supervised Learning, Dimensionality Reduction, Data Integration, Interactive Data Visualization, Exploratory Data Analysis, Data Import/Export, Technical Communication, Data Analysis, Applied Machine Learning, Data Visualization Software, Matlab, Regression Analysis, Data Processing, Descriptive Statistics, Data Cleansing, Predictive Modeling, Classification And Regression Tree (CART), Data Science",Beginner,Specialization,3 - 6 Months
Data Science Fundamentals with Python and SQL,IBM,4.6,70K reviews,"Skills you'll gain: Dashboard, SQL, Descriptive Statistics, Jupyter, Statistical Analysis, Data Analysis, Probability Distribution, Pandas (Python Package), Data Visualization Software, Statistics, Data Visualization, Relational Databases, Statistical Hypothesis Testing, Web Scraping, Databases, R Programming, Stored Procedure, Automation, Computer Programming Tools, Python Programming",Beginner,Specialization,3 - 6 Months
IBM & Darden Digital Strategy,IBM,4.7,43K reviews,"Skills you'll gain: Strategic Thinking, Digital Transformation, Business Strategy, Cloud Computing Architecture, Competitive Analysis, Cloud Services, Business Transformation, Cloud Security, Cloud Infrastructure, Big Data, Cloud Platforms, Data Analysis, Statistical Analysis, Cloud Computing, Artificial Intelligence, Generative AI, Data Ethics, Apache Hadoop, Product Lifecycle Management, Business Technologies",Beginner,Specialization,3 - 6 Months
AI Strategy and Governance,University of Pennsylvania,4.8,269 reviews,"Skills you'll gain: Data Ethics, Data Governance, Data Security, Governance, Business Strategy, Organizational Strategy, Business Transformation, Artificial Intelligence, Business Ethics, Analytics, Big Data, Machine Learning, Innovation, Algorithms",Beginner,Course,1 - 4 Weeks
Applied Data Science with R,IBM,4.5,1.2K reviews,"Skills you'll gain: Data Storytelling, Interactive Data Visualization, Data Visualization Software, Shiny (R Package), Data Visualization, Data Wrangling, Dashboard, Exploratory Data Analysis, Statistical Visualization, Relational Databases, Data Analysis, Ggplot2, Database Design, Data Presentation, SQL, Plot (Graphics), Database Management, Data Manipulation, R Programming, Web Scraping",Beginner,Specialization,3 - 6 Months
Data Analysis and Visualization with Power BI,Microsoft,4.7,683 reviews,"Skills you'll gain: Dashboard, Power BI, Data Storytelling, Data Visualization Software, Microsoft Power Platform, Data Presentation, Advanced Analytics, Statistical Reporting, Interactive Data Visualization, Business Intelligence, Data Analysis, Microsoft Azure, Web Content Accessibility Guidelines",Beginner,Course,1 - 3 Months
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Microsoft,4.7,120 reviews,"Skills you'll gain: Natural Language Processing, Microsoft Azure, Computer Vision, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Predictive Modeling, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Basic Image Classification with TensorFlow,Coursera Project Network,4.6,836 reviews,"Skills you'll gain: Keras (Neural Network Library), Tensorflow, Image Analysis, Artificial Neural Networks, Deep Learning, Computer Vision",Beginner,Guided Project,Less Than 2 Hours
Evaluations of AI Applications in Healthcare,Stanford University,4.5,275 reviews,"Skills you'll gain: Data Ethics, Artificial Intelligence, Healthcare Industry Knowledge, Health Care, Patient Safety, Health Assessment, Machine Learning, Regulatory Compliance, Application Deployment, Clinical Data Management, Decision Support Systems, Predictive Modeling, Data Quality",Beginner,Course,1 - 3 Months
Artificial Intelligence Algorithms Models and Limitations,LearnQuest,4.7,412 reviews,"Skills you'll gain: Predictive Modeling, Data Ethics, Algorithms, Machine Learning, Predictive Analytics, Artificial Intelligence, Statistical Modeling, Machine Learning Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Risk Modeling, Applied Machine Learning, Test Data, Ethical Standards And Conduct, Computational Thinking, Economic Development, Economics",Beginner,Course,1 - 4 Weeks
Introduction to Business Analytics,Tableau Learning Partner,4.7,377 reviews,"Skills you'll gain: Tableau Software, Business Analysis, Business Process, Analytics, Business Analytics, Business Intelligence, Data Analysis, Data-Driven Decision-Making, Data Visualization Software, Project Management, Descriptive Analytics, Predictive Analytics",Beginner,Course,1 - 4 Weeks
Probability and Statistics: To p or not to p?,University of London,4.6,1.5K reviews,"Skills you'll gain: Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",Beginner,Course,1 - 3 Months
CertNexus Certified Ethical Emerging Technologist,CertNexus,4.7,552 reviews,"Skills you'll gain: Crisis Management, Data Ethics, Governance, Business Ethics, Strategic Leadership, Corporate Communications, Media Relations, Strategic Thinking, Communication Strategies, Business Leadership, Accountability, Ethical Standards And Conduct, Emerging Technologies, Organizational Leadership, Public Relations, Risk Management, Operational Risk, Scheduling, Learning Strategies, Test Planning",Beginner,Professional Certificate,3 - 6 Months
Introduction to Clinical Data,Stanford University,4.6,412 reviews,"Skills you'll gain: Feature Engineering, Data Ethics, Clinical Data Management, Unstructured Data, Health Care, Data Mining, Electronic Medical Record, Data Transformation, Text Mining, Data Analysis, Medical Terminology, Machine Learning, Image Analysis, Natural Language Processing",Beginner,Course,1 - 3 Months
Promote the Ethical Use of Data-Driven Technologies,CertNexus,4.7,260 reviews,"Skills you'll gain: Data Ethics, Emerging Technologies, Business Ethics, Ethical Standards And Conduct, Big Data, Information Privacy, Personally Identifiable Information, Diversity Awareness, Machine Learning, Artificial Intelligence, Data Science",Beginner,Course,1 - 3 Months
Linear Algebra from Elementary to Advanced,Johns Hopkins University,4.7,157 reviews,"Skills you'll gain: Linear Algebra, Algebra, Applied Mathematics, Artificial Intelligence and Machine Learning (AI/ML), Mathematical Modeling, Advanced Mathematics, Engineering Analysis, Mathematical Theory & Analysis, Geometry, Graph Theory, Applied Machine Learning, Markov Model",Beginner,Specialization,3 - 6 Months
An Intuitive Introduction to Probability,University of Zurich,4.8,1.8K reviews,"Skills you'll gain: Probability, Probability Distribution, Probability & Statistics, Descriptive Statistics, Applied Mathematics, Statistical Methods, Risk Analysis, Financial Modeling",Beginner,Course,1 - 3 Months
Generative AI: Foundation Models and Platforms,IBM,4.7,174 reviews,"Skills you'll gain: Generative AI, OpenAI, IBM Cloud, Tensorflow, Artificial Intelligence, Artificial Neural Networks, PyTorch (Machine Learning Library), Deep Learning, Natural Language Processing, Machine Learning, Open Source Technology",Beginner,Course,1 - 4 Weeks
Rust Programming,Duke University,4,181 reviews,"Skills you'll gain: Rust (Programming Language), Containerization, Data Pipelines, CI/CD, Docker (Software), DevOps, Jenkins, Test Case, Restful API, Serverless Computing, Generative AI, Command-Line Interface, Amazon Web Services, Software Testing, Maintainability, Prometheus (Software), ChatGPT, System Monitoring, MLOps (Machine Learning Operations), Data Structures",Beginner,Specialization,3 - 6 Months
Business Analytics for Decision Making,University of Colorado Boulder,4.6,1.9K reviews,"Skills you'll gain: Business Analytics, Risk Analysis, Decision Making, Business Intelligence, Predictive Analytics, Simulation and Simulation Software, Business Modeling, Data Analysis, Process Optimization, Market Analysis, Unsupervised Learning, Microsoft Excel",Beginner,Course,1 - 4 Weeks
Machine Teaching for Autonomous AI,University of Washington,4.8,44 reviews,"Skills you'll gain: Data Storytelling, Automation, Decision Support Systems, Artificial Intelligence and Machine Learning (AI/ML), User Story, Human Machine Interfaces, Artificial Intelligence, Machine Learning, Design Strategies, Innovation, Analysis",Beginner,Course,1 - 4 Weeks
Code Free Data Science,University of California San Diego,4.3,208 reviews,"Skills you'll gain: Predictive Modeling, Data Manipulation, Predictive Analytics, Big Data, Data Mining, Data Transformation, Data Analysis, Data Science, Data-Driven Decision-Making, Unsupervised Learning, Statistical Analysis, Analytics, Software Installation",Beginner,Course,1 - 4 Weeks
Data Science Ethics,University of Michigan,4.7,1.2K reviews,"Skills you'll gain: Data Ethics, Information Privacy, Personally Identifiable Information, Data Security, Data Governance, Ethical Standards And Conduct, Big Data, Law, Regulation, and Compliance, Data Analysis, Social Sciences, Data-Driven Decision-Making, Diversity Awareness",Beginner,Course,1 - 3 Months
Human Factors in AI,Duke University,4.7,114 reviews,"Skills you'll gain: Data Ethics, Human Computer Interaction, User Experience Design, Human Centered Design, Human Factors, Personally Identifiable Information, Information Privacy, Artificial Intelligence, Design Thinking, Machine Learning",Beginner,Course,1 - 4 Weeks
NLP: Twitter Sentiment Analysis,Coursera Project Network,4.6,365 reviews,"Skills you'll gain: Exploratory Data Analysis, Data Cleansing, Text Mining, Scikit Learn (Machine Learning Library), Probability & Statistics, Pandas (Python Package), Natural Language Processing, Predictive Modeling, Data Processing, Data Analysis, Statistics, Applied Machine Learning, Supervised Learning, Feature Engineering, Data Visualization Software, Automation",Beginner,Guided Project,Less Than 2 Hours
Big Data Integration and Processing,University of California San Diego,4.4,2.4K reviews,"Skills you'll gain: Apache Spark, PySpark, Apache Hadoop, Data Integration, Big Data, Data Pipelines, Data Processing, Data Management, NoSQL, Analytics, Splunk, Database Systems, MongoDB, Pandas (Python Package), SQL",Beginner,Course,1 - 3 Months
Use Generative AI as Your Thought Partner,Coursera,4.7,1.1K reviews,"Skills you'll gain: Generative AI, ChatGPT, Leadership, Strategic Decision-Making, Business Strategy, Forecasting, Digital Transformation, Employee Engagement, Adaptability, Change Management, Ethical Standards And Conduct",Beginner,Course,1 - 4 Weeks
Introduction to Tableau,Tableau Learning Partner,4.8,237 reviews,"Skills you'll gain: Tableau Software, Interactive Data Visualization, Data Visualization Software, Business Analytics, Data Integration, Data Analysis, Data Cleansing, Data Transformation, Data Processing",Beginner,Course,1 - 4 Weeks
OpenAI GPTs: Creating Your Own Custom AI Assistants,Vanderbilt University,4.9,310 reviews,"Skills you'll gain: Generative AI, ChatGPT, OpenAI, Personalized Service, Artificial Intelligence, Expense Management, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Digital Transformation, Business Process Automation, Expense Reports, Innovation, Test Case, Scenario Testing, Solution Architecture",Beginner,Course,1 - 4 Weeks
AI for Scientific Research,LearnQuest,3.2,73 reviews,"Skills you'll gain: Feature Engineering, Bioinformatics, Exploratory Data Analysis, Random Forest Algorithm, Pandas (Python Package), Scikit Learn (Machine Learning Library), Applied Machine Learning, Data Manipulation, Data Processing, Dimensionality Reduction, Data Cleansing, Keras (Neural Network Library), Data Transformation, NumPy, Classification And Regression Tree (CART), Tensorflow, Artificial Neural Networks, Data Analysis, Deep Learning, Predictive Modeling",Beginner,Specialization,3 - 6 Months
The Structured Query Language (SQL),University of Colorado Boulder,4.7,917 reviews,"Skills you'll gain: SQL, Database Management, Query Languages, Relational Databases, Database Design, Database Theory, Data Analysis, Data Manipulation, Data Modeling, Data Integrity",Beginner,Course,1 - 3 Months
Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,4.6,798 reviews,"Skills you'll gain: Microsoft Azure, Power BI, Databricks, Data Processing, Cloud Services, Data Warehousing, Database Systems, Database Administration, Databases, NoSQL, Apache Spark, Relational Databases, Cloud Storage, Data Infrastructure, MySQL, Database Management Systems, SQL, Database Management, Data Storage, Data Lakes",Beginner,Specialization,3 - 6 Months
Deep Learning for Computer Vision,MathWorks,4.9,18 reviews,"Skills you'll gain: Computer Vision, Anomaly Detection, Image Analysis, Matlab, Deep Learning, Artificial Neural Networks, Applied Machine Learning, Application Deployment, PyTorch (Machine Learning Library), Data Visualization, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Data Synthesis, Performance Tuning, Data Analysis, Machine Learning, Data Manipulation",Beginner,Specialization,1 - 3 Months
Foundations for Big Data Analysis with SQL,Cloudera,4.7,1.1K reviews,"Skills you'll gain: Database Design, Relational Databases, Databases, SQL, Big Data, Database Systems, Operational Databases, Data Storage Technologies, Virtual Machines, Data Storage",Beginner,Course,1 - 3 Months
SQL: A Practical Introduction for Querying Databases,IBM,4.7,522 reviews,"Skills you'll gain: SQL, Stored Procedure, Relational Databases, MySQL, Microsoft SQL Servers, Query Languages, Database Management, Databases, Cloud Management, Database Management Systems, IBM DB2, Data Manipulation, Data Analysis, Transaction Processing",Beginner,Course,1 - 3 Months
Mining Quality Prediction Using Machine & Deep Learning,Coursera Project Network,4.8,65 reviews,"Skills you'll gain: Regression Analysis, Predictive Modeling, Exploratory Data Analysis, Scikit Learn (Machine Learning Library), Supervised Learning, Applied Machine Learning, Decision Tree Learning, Deep Learning, Machine Learning Algorithms, Statistical Analysis, Data Analysis, Test Data, Artificial Neural Networks, Data Import/Export, Pandas (Python Package), Matplotlib, Data Visualization Software",Beginner,Guided Project,Less Than 2 Hours
Introduction to R Programming for Data Science,IBM,4.5,552 reviews,"Skills you'll gain: Data Manipulation, Web Scraping, R Programming, Data Analysis, Data Science, Data Structures, Data Import/Export, Exploratory Data Analysis, Programming Principles, Computer Programming, Integrated Development Environments",Beginner,Course,1 - 3 Months
Computational Social Science Methods,"University of California, Davis",4.7,341 reviews,"Skills you'll gain: Social Sciences, Network Analysis, Data Science, Machine Learning, Computational Thinking, Economics, Policy, and Social Studies, Artificial Intelligence, Data Analysis, Sociology, Data Mining, Simulations, Big Data, Scientific Methods",Beginner,Course,1 - 4 Weeks
AI and Climate Change,DeepLearning.AI,4.8,114 reviews,"Skills you'll gain: Image Analysis, Environmental Monitoring, Artificial Intelligence, Artificial Neural Networks, Deep Learning, Data Processing, Forecasting, Machine Learning, Computer Vision, Predictive Modeling, Exploratory Data Analysis",Beginner,Course,1 - 4 Weeks
Deep Learning for Real Estate Price Prediction,Coursera Project Network,4.4,22 reviews,"Skills you'll gain: Keras (Neural Network Library), Deep Learning, Artificial Neural Networks, Tensorflow, Applied Machine Learning, Feature Engineering, Predictive Modeling, Data Cleansing, Performance Analysis, Real Estate, Regression Analysis",Beginner,Guided Project,Less Than 2 Hours
Microsoft PL-300 Exam Preparation and Practice,Microsoft,4.6,395 reviews,"Skills you'll gain: Power BI, Data Visualization Software, Data Storytelling, Data Modeling, Data Analysis, Business Intelligence, Microsoft Azure, Data Transformation, Data Cleansing, Data Management, Generative AI",Beginner,Course,1 - 3 Months
Trustworthy Generative AI,Vanderbilt University,4.8,492 reviews,"Skills you'll gain: ChatGPT, Ideation, Verification And Validation, Generative AI, Creative Thinking, Creativity, Risk Management Framework, OpenAI, Artificial Intelligence, Data Ethics, Technical Communication, Problem Solving, Collaboration",Beginner,Course,1 - 4 Weeks
Data Scientist Career Guide and Interview Preparation,IBM,4.8,209 reviews,"Skills you'll gain: Professional Networking, Interviewing Skills, Professional Development, LinkedIn, Presentations, Data Science, Business Writing, Portfolio Management, Data Analysis, Problem Solving, Communication, Python Programming, Machine Learning",Beginner,Course,1 - 4 Weeks
ChatGPT Prompt Engineering for Developers,DeepLearning.AI,4.7,1.4K reviews,"Skills you'll gain: ChatGPT, OpenAI, Generative AI, Application Programming Interface (API), Natural Language Processing, Jupyter",Beginner,Project,Less Than 2 Hours
Natural Language Processing in Microsoft Azure,Microsoft,4.7,99 reviews,"Skills you'll gain: Text Mining, Natural Language Processing, Microsoft Azure, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Unstructured Data, Analytics, Machine Learning, Application Development",Beginner,Course,1 - 4 Weeks
